Welcome to Advit's Feature Selection Algorithm.
Type in the name of the file to test: 
This dataset has 64 features (not including the class attribute), with 3000 instances.
Running nearest neighbor with all 64 features, using "leaving-one-out" evaluation, I get an accuracy of 68.8%

Type the number of the algorithm you want to run.
1) Forward Selection
2) Backward Elimination

Beginning search.

Using feature(s) {5,7,24,25,35,42,44,59} accuracy is 82.8%
Using feature(s) {5,7,24,25,35,43,44,59} accuracy is 83.2%
Using feature(s) {5,7,24,25,35,44,45,59} accuracy is 82.5%
Using feature(s) {5,7,24,25,35,44,46,59} accuracy is 83.9%
Using feature(s) {5,7,24,25,35,44,47,59} accuracy is 82.7%
Using feature(s) {5,7,24,25,35,44,48,59} accuracy is 83.6%
Using feature(s) {5,7,24,25,35,44,49,59} accuracy is 83.3%
Using feature(s) {5,7,24,25,35,44,50,59} accuracy is 83.2%
Using feature(s) {5,7,24,25,35,44,51,59} accuracy is 82.6%
Using feature(s) {5,7,24,25,35,44,52,59} accuracy is 83.0%
Using feature(s) {5,7,24,25,35,44,53,59} accuracy is 83.4%
Using feature(s) {5,7,24,25,35,44,54,59} accuracy is 83.3%
Using feature(s) {5,7,24,25,35,44,55,59} accuracy is 81.8%
Using feature(s) {5,7,24,25,35,44,56,59} accuracy is 83.8%
Using feature(s) {5,7,24,25,35,44,57,59} accuracy is 82.7%
Using feature(s) {5,7,24,25,35,44,58,59} accuracy is 84.2%
Using feature(s) {5,7,24,25,35,44,59,60} accuracy is 83.2%
Using feature(s) {5,7,24,25,35,44,59,61} accuracy is 82.6%
Using feature(s) {5,7,24,25,35,44,59,62} accuracy is 83.0%
Using feature(s) {5,7,24,25,35,44,59,63} accuracy is 83.1%
Using feature(s) {5,7,24,25,35,44,59,64} accuracy is 82.5%

Feature set {5,7,16,24,25,35,44,59} was best, accuracy is 84.4%

Using feature(s) {1,5,7,16,24,25,35,44,59} accuracy is 81.8%
Using feature(s) {2,5,7,16,24,25,35,44,59} accuracy is 81.6%
Using feature(s) {3,5,7,16,24,25,35,44,59} accuracy is 81.0%
Using feature(s) {4,5,7,16,24,25,35,44,59} accuracy is 80.9%
Using feature(s) {5,6,7,16,24,25,35,44,59} accuracy is 81.6%
Using feature(s) {5,7,8,16,24,25,35,44,59} accuracy is 81.9%
Using feature(s) {5,7,9,16,24,25,35,44,59} accuracy is 82.4%
Using feature(s) {5,7,10,16,24,25,35,44,59} accuracy is 81.3%
Using feature(s) {5,7,11,16,24,25,35,44,59} accuracy is 82.3%
Using feature(s) {5,7,12,16,24,25,35,44,59} accuracy is 81.9%
Using feature(s) {5,7,13,16,24,25,35,44,59} accuracy is 81.8%
Using feature(s) {5,7,14,16,24,25,35,44,59} accuracy is 81.6%
Using feature(s) {5,7,15,16,24,25,35,44,59} accuracy is 81.8%
Using feature(s) {5,7,16,17,24,25,35,44,59} accuracy is 82.1%
Using feature(s) {5,7,16,18,24,25,35,44,59} accuracy is 80.0%
Using feature(s) {5,7,16,19,24,25,35,44,59} accuracy is 81.2%
Using feature(s) {5,7,16,20,24,25,35,44,59} accuracy is 82.8%
Using feature(s) {5,7,16,21,24,25,35,44,59} accuracy is 81.5%
Using feature(s) {5,7,16,22,24,25,35,44,59} accuracy is 81.6%
Using feature(s) {5,7,16,23,24,25,35,44,59} accuracy is 82.0%
Using feature(s) {5,7,16,24,25,26,35,44,59} accuracy is 81.4%
Using feature(s) {5,7,16,24,25,27,35,44,59} accuracy is 80.8%
Using feature(s) {5,7,16,24,25,28,35,44,59} accuracy is 80.6%
Using feature(s) {5,7,16,24,25,29,35,44,59} accuracy is 81.7%
Using feature(s) {5,7,16,24,25,30,35,44,59} accuracy is 82.8%
Using feature(s) {5,7,16,24,25,31,35,44,59} accuracy is 81.3%
Using feature(s) {5,7,16,24,25,32,35,44,59} accuracy is 81.1%
Using feature(s) {5,7,16,24,25,33,35,44,59} accuracy is 81.1%
Using feature(s) {5,7,16,24,25,34,35,44,59} accuracy is 80.8%
Using feature(s) {5,7,16,24,25,35,36,44,59} accuracy is 82.0%
Using feature(s) {5,7,16,24,25,35,37,44,59} accuracy is 81.2%
Using feature(s) {5,7,16,24,25,35,38,44,59} accuracy is 81.2%
Using feature(s) {5,7,16,24,25,35,39,44,59} accuracy is 81.2%
Using feature(s) {5,7,16,24,25,35,40,44,59} accuracy is 81.7%
Using feature(s) {5,7,16,24,25,35,41,44,59} accuracy is 82.2%
Using feature(s) {5,7,16,24,25,35,42,44,59} accuracy is 80.9%
Using feature(s) {5,7,16,24,25,35,43,44,59} accuracy is 82.5%
Using feature(s) {5,7,16,24,25,35,44,45,59} accuracy is 81.8%
Using feature(s) {5,7,16,24,25,35,44,46,59} accuracy is 82.1%
Using feature(s) {5,7,16,24,25,35,44,47,59} accuracy is 80.2%
Using feature(s) {5,7,16,24,25,35,44,48,59} accuracy is 81.2%
Using feature(s) {5,7,16,24,25,35,44,49,59} accuracy is 81.7%
Using feature(s) {5,7,16,24,25,35,44,50,59} accuracy is 81.6%
Using feature(s) {5,7,16,24,25,35,44,51,59} accuracy is 80.6%
Using feature(s) {5,7,16,24,25,35,44,52,59} accuracy is 81.0%
Using feature(s) {5,7,16,24,25,35,44,53,59} accuracy is 81.1%
Using feature(s) {5,7,16,24,25,35,44,54,59} accuracy is 81.7%
Using feature(s) {5,7,16,24,25,35,44,55,59} accuracy is 81.2%
Using feature(s) {5,7,16,24,25,35,44,56,59} accuracy is 82.5%
Using feature(s) {5,7,16,24,25,35,44,57,59} accuracy is 80.8%
Using feature(s) {5,7,16,24,25,35,44,58,59} accuracy is 82.3%
Using feature(s) {5,7,16,24,25,35,44,59,60} accuracy is 82.3%
Using feature(s) {5,7,16,24,25,35,44,59,61} accuracy is 82.7%
Using feature(s) {5,7,16,24,25,35,44,59,62} accuracy is 81.3%
Using feature(s) {5,7,16,24,25,35,44,59,63} accuracy is 81.4%
Using feature(s) {5,7,16,24,25,35,44,59,64} accuracy is 81.8%

Feature set {5,7,16,20,24,25,35,44,59} was best, accuracy is 82.8%

Using feature(s) {1,5,7,16,20,24,25,35,44,59} accuracy is 79.9%
Using feature(s) {2,5,7,16,20,24,25,35,44,59} accuracy is 80.5%
Using feature(s) {3,5,7,16,20,24,25,35,44,59} accuracy is 79.3%
Using feature(s) {4,5,7,16,20,24,25,35,44,59} accuracy is 80.3%
Using feature(s) {5,6,7,16,20,24,25,35,44,59} accuracy is 80.3%
Using feature(s) {5,7,8,16,20,24,25,35,44,59} accuracy is 80.8%
Using feature(s) {5,7,9,16,20,24,25,35,44,59} accuracy is 81.1%
Using feature(s) {5,7,10,16,20,24,25,35,44,59} accuracy is 79.5%
Using feature(s) {5,7,11,16,20,24,25,35,44,59} accuracy is 80.3%
Using feature(s) {5,7,12,16,20,24,25,35,44,59} accuracy is 79.0%
Using feature(s) {5,7,13,16,20,24,25,35,44,59} accuracy is 80.0%
Using feature(s) {5,7,14,16,20,24,25,35,44,59} accuracy is 80.5%
Using feature(s) {5,7,15,16,20,24,25,35,44,59} accuracy is 79.7%
Using feature(s) {5,7,16,17,20,24,25,35,44,59} accuracy is 80.6%
Using feature(s) {5,7,16,18,20,24,25,35,44,59} accuracy is 80.5%
Using feature(s) {5,7,16,19,20,24,25,35,44,59} accuracy is 80.7%
Using feature(s) {5,7,16,20,21,24,25,35,44,59} accuracy is 80.6%
Using feature(s) {5,7,16,20,22,24,25,35,44,59} accuracy is 79.4%
Using feature(s) {5,7,16,20,23,24,25,35,44,59} accuracy is 80.8%
Using feature(s) {5,7,16,20,24,25,26,35,44,59} accuracy is 81.2%
Using feature(s) {5,7,16,20,24,25,27,35,44,59} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,28,35,44,59} accuracy is 78.8%
Using feature(s) {5,7,16,20,24,25,29,35,44,59} accuracy is 80.4%
Using feature(s) {5,7,16,20,24,25,30,35,44,59} accuracy is 80.6%
Using feature(s) {5,7,16,20,24,25,31,35,44,59} accuracy is 80.9%
Using feature(s) {5,7,16,20,24,25,32,35,44,59} accuracy is 79.6%
Using feature(s) {5,7,16,20,24,25,33,35,44,59} accuracy is 81.0%
Using feature(s) {5,7,16,20,24,25,34,35,44,59} accuracy is 79.6%
Using feature(s) {5,7,16,20,24,25,35,36,44,59} accuracy is 80.0%
Using feature(s) {5,7,16,20,24,25,35,37,44,59} accuracy is 80.8%
Using feature(s) {5,7,16,20,24,25,35,38,44,59} accuracy is 80.6%
Using feature(s) {5,7,16,20,24,25,35,39,44,59} accuracy is 80.0%
Using feature(s) {5,7,16,20,24,25,35,40,44,59} accuracy is 79.6%
Using feature(s) {5,7,16,20,24,25,35,41,44,59} accuracy is 81.1%
Using feature(s) {5,7,16,20,24,25,35,42,44,59} accuracy is 80.3%
Using feature(s) {5,7,16,20,24,25,35,43,44,59} accuracy is 80.5%
Using feature(s) {5,7,16,20,24,25,35,44,45,59} accuracy is 81.0%
Using feature(s) {5,7,16,20,24,25,35,44,46,59} accuracy is 80.9%
Using feature(s) {5,7,16,20,24,25,35,44,47,59} accuracy is 80.1%
Using feature(s) {5,7,16,20,24,25,35,44,48,59} accuracy is 79.7%
Using feature(s) {5,7,16,20,24,25,35,44,49,59} accuracy is 80.6%
Using feature(s) {5,7,16,20,24,25,35,44,50,59} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,35,44,51,59} accuracy is 80.4%
Using feature(s) {5,7,16,20,24,25,35,44,52,59} accuracy is 79.4%
Using feature(s) {5,7,16,20,24,25,35,44,53,59} accuracy is 80.6%
Using feature(s) {5,7,16,20,24,25,35,44,54,59} accuracy is 79.0%
Using feature(s) {5,7,16,20,24,25,35,44,55,59} accuracy is 78.8%
Using feature(s) {5,7,16,20,24,25,35,44,56,59} accuracy is 80.9%
Using feature(s) {5,7,16,20,24,25,35,44,57,59} accuracy is 79.9%
Using feature(s) {5,7,16,20,24,25,35,44,58,59} accuracy is 80.3%
Using feature(s) {5,7,16,20,24,25,35,44,59,60} accuracy is 80.8%
Using feature(s) {5,7,16,20,24,25,35,44,59,61} accuracy is 81.2%
Using feature(s) {5,7,16,20,24,25,35,44,59,62} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,35,44,59,63} accuracy is 81.6%
Using feature(s) {5,7,16,20,24,25,35,44,59,64} accuracy is 79.7%

Feature set {5,7,16,20,24,25,35,44,59,63} was best, accuracy is 81.6%

Using feature(s) {1,5,7,16,20,24,25,35,44,59,63} accuracy is 78.6%
Using feature(s) {2,5,7,16,20,24,25,35,44,59,63} accuracy is 79.2%
Using feature(s) {3,5,7,16,20,24,25,35,44,59,63} accuracy is 79.0%
Using feature(s) {4,5,7,16,20,24,25,35,44,59,63} accuracy is 78.9%
Using feature(s) {5,6,7,16,20,24,25,35,44,59,63} accuracy is 79.6%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,63} accuracy is 80.2%
Using feature(s) {5,7,9,16,20,24,25,35,44,59,63} accuracy is 78.8%
Using feature(s) {5,7,10,16,20,24,25,35,44,59,63} accuracy is 80.1%
Using feature(s) {5,7,11,16,20,24,25,35,44,59,63} accuracy is 80.2%
Using feature(s) {5,7,12,16,20,24,25,35,44,59,63} accuracy is 79.3%
Using feature(s) {5,7,13,16,20,24,25,35,44,59,63} accuracy is 79.3%
Using feature(s) {5,7,14,16,20,24,25,35,44,59,63} accuracy is 80.0%
Using feature(s) {5,7,15,16,20,24,25,35,44,59,63} accuracy is 78.6%
Using feature(s) {5,7,16,17,20,24,25,35,44,59,63} accuracy is 79.9%
Using feature(s) {5,7,16,18,20,24,25,35,44,59,63} accuracy is 79.4%
Using feature(s) {5,7,16,19,20,24,25,35,44,59,63} accuracy is 79.1%
Using feature(s) {5,7,16,20,21,24,25,35,44,59,63} accuracy is 79.2%
Using feature(s) {5,7,16,20,22,24,25,35,44,59,63} accuracy is 78.3%
Using feature(s) {5,7,16,20,23,24,25,35,44,59,63} accuracy is 79.7%
Using feature(s) {5,7,16,20,24,25,26,35,44,59,63} accuracy is 79.6%
Using feature(s) {5,7,16,20,24,25,27,35,44,59,63} accuracy is 78.5%
Using feature(s) {5,7,16,20,24,25,28,35,44,59,63} accuracy is 78.6%
Using feature(s) {5,7,16,20,24,25,29,35,44,59,63} accuracy is 79.7%
Using feature(s) {5,7,16,20,24,25,30,35,44,59,63} accuracy is 79.4%
Using feature(s) {5,7,16,20,24,25,31,35,44,59,63} accuracy is 79.1%
Using feature(s) {5,7,16,20,24,25,32,35,44,59,63} accuracy is 78.8%
Using feature(s) {5,7,16,20,24,25,33,35,44,59,63} accuracy is 78.6%
Using feature(s) {5,7,16,20,24,25,34,35,44,59,63} accuracy is 78.9%
Using feature(s) {5,7,16,20,24,25,35,36,44,59,63} accuracy is 78.9%
Using feature(s) {5,7,16,20,24,25,35,37,44,59,63} accuracy is 79.5%
Using feature(s) {5,7,16,20,24,25,35,38,44,59,63} accuracy is 79.0%
Using feature(s) {5,7,16,20,24,25,35,39,44,59,63} accuracy is 78.9%
Using feature(s) {5,7,16,20,24,25,35,40,44,59,63} accuracy is 79.1%
Using feature(s) {5,7,16,20,24,25,35,41,44,59,63} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,35,42,44,59,63} accuracy is 79.0%
Using feature(s) {5,7,16,20,24,25,35,43,44,59,63} accuracy is 79.5%
Using feature(s) {5,7,16,20,24,25,35,44,45,59,63} accuracy is 79.3%
Using feature(s) {5,7,16,20,24,25,35,44,46,59,63} accuracy is 79.9%
Using feature(s) {5,7,16,20,24,25,35,44,47,59,63} accuracy is 78.5%
Using feature(s) {5,7,16,20,24,25,35,44,48,59,63} accuracy is 79.2%
Using feature(s) {5,7,16,20,24,25,35,44,49,59,63} accuracy is 79.3%
Using feature(s) {5,7,16,20,24,25,35,44,50,59,63} accuracy is 79.2%
Using feature(s) {5,7,16,20,24,25,35,44,51,59,63} accuracy is 79.2%
Using feature(s) {5,7,16,20,24,25,35,44,52,59,63} accuracy is 78.5%
Using feature(s) {5,7,16,20,24,25,35,44,53,59,63} accuracy is 78.8%
Using feature(s) {5,7,16,20,24,25,35,44,54,59,63} accuracy is 78.4%
Using feature(s) {5,7,16,20,24,25,35,44,55,59,63} accuracy is 77.8%
Using feature(s) {5,7,16,20,24,25,35,44,56,59,63} accuracy is 79.4%
Using feature(s) {5,7,16,20,24,25,35,44,57,59,63} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,35,44,58,59,63} accuracy is 79.3%
Using feature(s) {5,7,16,20,24,25,35,44,59,60,63} accuracy is 79.2%
Using feature(s) {5,7,16,20,24,25,35,44,59,61,63} accuracy is 80.2%
Using feature(s) {5,7,16,20,24,25,35,44,59,62,63} accuracy is 79.6%
Using feature(s) {5,7,16,20,24,25,35,44,59,63,64} accuracy is 79.2%

Feature set {5,7,8,16,20,24,25,35,44,59,63} was best, accuracy is 80.2%

Using feature(s) {1,5,7,8,16,20,24,25,35,44,59,63} accuracy is 77.8%
Using feature(s) {2,5,7,8,16,20,24,25,35,44,59,63} accuracy is 77.7%
Using feature(s) {3,5,7,8,16,20,24,25,35,44,59,63} accuracy is 77.4%
Using feature(s) {4,5,7,8,16,20,24,25,35,44,59,63} accuracy is 77.4%
Using feature(s) {5,6,7,8,16,20,24,25,35,44,59,63} accuracy is 77.6%
Using feature(s) {5,7,8,9,16,20,24,25,35,44,59,63} accuracy is 77.1%
Using feature(s) {5,7,8,10,16,20,24,25,35,44,59,63} accuracy is 78.4%
Using feature(s) {5,7,8,11,16,20,24,25,35,44,59,63} accuracy is 76.9%
Using feature(s) {5,7,8,12,16,20,24,25,35,44,59,63} accuracy is 77.3%
Using feature(s) {5,7,8,13,16,20,24,25,35,44,59,63} accuracy is 78.1%
Using feature(s) {5,7,8,14,16,20,24,25,35,44,59,63} accuracy is 78.9%
Using feature(s) {5,7,8,15,16,20,24,25,35,44,59,63} accuracy is 78.4%
Using feature(s) {5,7,8,16,17,20,24,25,35,44,59,63} accuracy is 78.1%
Using feature(s) {5,7,8,16,18,20,24,25,35,44,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,19,20,24,25,35,44,59,63} accuracy is 77.9%
Using feature(s) {5,7,8,16,20,21,24,25,35,44,59,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,22,24,25,35,44,59,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,23,24,25,35,44,59,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,24,25,26,35,44,59,63} accuracy is 78.2%
Using feature(s) {5,7,8,16,20,24,25,27,35,44,59,63} accuracy is 78.3%
Using feature(s) {5,7,8,16,20,24,25,28,35,44,59,63} accuracy is 77.1%
Using feature(s) {5,7,8,16,20,24,25,29,35,44,59,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,30,35,44,59,63} accuracy is 77.9%
Using feature(s) {5,7,8,16,20,24,25,31,35,44,59,63} accuracy is 78.1%
Using feature(s) {5,7,8,16,20,24,25,32,35,44,59,63} accuracy is 78.8%
Using feature(s) {5,7,8,16,20,24,25,33,35,44,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,34,35,44,59,63} accuracy is 76.9%
Using feature(s) {5,7,8,16,20,24,25,35,36,44,59,63} accuracy is 77.9%
Using feature(s) {5,7,8,16,20,24,25,35,37,44,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,38,44,59,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,35,39,44,59,63} accuracy is 76.8%
Using feature(s) {5,7,8,16,20,24,25,35,40,44,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,41,44,59,63} accuracy is 78.4%
Using feature(s) {5,7,8,16,20,24,25,35,42,44,59,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,43,44,59,63} accuracy is 78.1%
Using feature(s) {5,7,8,16,20,24,25,35,44,45,59,63} accuracy is 78.1%
Using feature(s) {5,7,8,16,20,24,25,35,44,46,59,63} accuracy is 78.0%
Using feature(s) {5,7,8,16,20,24,25,35,44,47,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,48,59,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,49,59,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,44,50,59,63} accuracy is 76.8%
Using feature(s) {5,7,8,16,20,24,25,35,44,51,59,63} accuracy is 77.8%
Using feature(s) {5,7,8,16,20,24,25,35,44,52,59,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,35,44,53,59,63} accuracy is 78.0%
Using feature(s) {5,7,8,16,20,24,25,35,44,54,59,63} accuracy is 77.1%
Using feature(s) {5,7,8,16,20,24,25,35,44,55,59,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,56,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,57,59,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,58,59,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,60,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,61,63} accuracy is 78.4%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,62,63} accuracy is 79.1%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,63,64} accuracy is 76.7%

Feature set {5,7,8,16,20,24,25,35,44,59,62,63} was best, accuracy is 79.1%

Using feature(s) {1,5,7,8,16,20,24,25,35,44,59,62,63} accuracy is 77.4%
Using feature(s) {2,5,7,8,16,20,24,25,35,44,59,62,63} accuracy is 77.3%
Using feature(s) {3,5,7,8,16,20,24,25,35,44,59,62,63} accuracy is 76.4%
Using feature(s) {4,5,7,8,16,20,24,25,35,44,59,62,63} accuracy is 77.9%
Using feature(s) {5,6,7,8,16,20,24,25,35,44,59,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,9,16,20,24,25,35,44,59,62,63} accuracy is 76.7%
Using feature(s) {5,7,8,10,16,20,24,25,35,44,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,11,16,20,24,25,35,44,59,62,63} accuracy is 76.6%
Using feature(s) {5,7,8,12,16,20,24,25,35,44,59,62,63} accuracy is 77.3%
Using feature(s) {5,7,8,13,16,20,24,25,35,44,59,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,14,16,20,24,25,35,44,59,62,63} accuracy is 76.9%
Using feature(s) {5,7,8,15,16,20,24,25,35,44,59,62,63} accuracy is 78.3%
Using feature(s) {5,7,8,16,17,20,24,25,35,44,59,62,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,18,20,24,25,35,44,59,62,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,19,20,24,25,35,44,59,62,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,21,24,25,35,44,59,62,63} accuracy is 76.8%
Using feature(s) {5,7,8,16,20,22,24,25,35,44,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,23,24,25,35,44,59,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,26,35,44,59,62,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,27,35,44,59,62,63} accuracy is 76.9%
Using feature(s) {5,7,8,16,20,24,25,28,35,44,59,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,29,35,44,59,62,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,20,24,25,30,35,44,59,62,63} accuracy is 76.6%
Using feature(s) {5,7,8,16,20,24,25,31,35,44,59,62,63} accuracy is 77.8%
Using feature(s) {5,7,8,16,20,24,25,32,35,44,59,62,63} accuracy is 77.8%
Using feature(s) {5,7,8,16,20,24,25,33,35,44,59,62,63} accuracy is 77.1%
Using feature(s) {5,7,8,16,20,24,25,34,35,44,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,36,44,59,62,63} accuracy is 77.2%
Using feature(s) {5,7,8,16,20,24,25,35,37,44,59,62,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,35,38,44,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,39,44,59,62,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,24,25,35,40,44,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,41,44,59,62,63} accuracy is 77.5%
Using feature(s) {5,7,8,16,20,24,25,35,42,44,59,62,63} accuracy is 78.0%
Using feature(s) {5,7,8,16,20,24,25,35,43,44,59,62,63} accuracy is 77.1%
Using feature(s) {5,7,8,16,20,24,25,35,44,45,59,62,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,24,25,35,44,46,59,62,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,35,44,47,59,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,35,44,48,59,62,63} accuracy is 76.4%
Using feature(s) {5,7,8,16,20,24,25,35,44,49,59,62,63} accuracy is 77.2%
Using feature(s) {5,7,8,16,20,24,25,35,44,50,59,62,63} accuracy is 77.5%
Using feature(s) {5,7,8,16,20,24,25,35,44,51,59,62,63} accuracy is 77.2%
Using feature(s) {5,7,8,16,20,24,25,35,44,52,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,44,53,59,62,63} accuracy is 77.2%
Using feature(s) {5,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 78.5%
Using feature(s) {5,7,8,16,20,24,25,35,44,55,59,62,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,35,44,56,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,16,20,24,25,35,44,57,59,62,63} accuracy is 76.5%
Using feature(s) {5,7,8,16,20,24,25,35,44,58,59,62,63} accuracy is 76.9%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,60,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,61,62,63} accuracy is 77.4%
Using feature(s) {5,7,8,16,20,24,25,35,44,59,62,63,64} accuracy is 76.7%

Feature set {5,7,8,16,20,24,25,35,44,54,59,62,63} was best, accuracy is 78.5%

Using feature(s) {1,5,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 76.2%
Using feature(s) {2,5,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 77.3%
Using feature(s) {3,5,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 75.6%
Using feature(s) {4,5,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 76.3%
Using feature(s) {5,6,7,8,16,20,24,25,35,44,54,59,62,63} accuracy is 77.3%
Using feature(s) {5,7,8,9,16,20,24,25,35,44,54,59,62,63} accuracy is 75.2%
Using feature(s) {5,7,8,10,16,20,24,25,35,44,54,59,62,63} accuracy is 77.6%
Using feature(s) {5,7,8,11,16,20,24,25,35,44,54,59,62,63} accuracy is 76.3%
Using feature(s) {5,7,8,12,16,20,24,25,35,44,54,59,62,63} accuracy is 77.1%
Using feature(s) {5,7,8,13,16,20,24,25,35,44,54,59,62,63} accuracy is 77.1%
Using feature(s) {5,7,8,14,16,20,24,25,35,44,54,59,62,63} accuracy is 76.6%
Using feature(s) {5,7,8,15,16,20,24,25,35,44,54,59,62,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,17,20,24,25,35,44,54,59,62,63} accuracy is 77.2%
Using feature(s) {5,7,8,16,18,20,24,25,35,44,54,59,62,63} accuracy is 76.4%
Using feature(s) {5,7,8,16,19,20,24,25,35,44,54,59,62,63} accuracy is 77.1%
Using feature(s) {5,7,8,16,20,21,24,25,35,44,54,59,62,63} accuracy is 76.7%
Using feature(s) {5,7,8,16,20,22,24,25,35,44,54,59,62,63} accuracy is 76.3%
Using feature(s) {5,7,8,16,20,23,24,25,35,44,54,59,62,63} accuracy is 76.3%
Using feature(s) {5,7,8,16,20,24,25,26,35,44,54,59,62,63} accuracy is 76.5%
Using feature(s) {5,7,8,16,20,24,25,27,35,44,54,59,62,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,28,35,44,54,59,62,63} accuracy is 77.7%
Using feature(s) {5,7,8,16,20,24,25,29,35,44,54,59,62,63} accuracy is 77.3%
Using feature(s) {5,7,8,16,20,24,25,30,35,44,54,59,62,63} accuracy is 76.4%
Using feature(s) {5,7,8,16,20,24,25,31,35,44,54,59,62,63} accuracy is 77.0%
Using feature(s) {5,7,8,16,20,24,25,32,35,44,54,59,62,63} accuracy is 77.2%
